Complexity,Loss,Equation
1,0.0258224,"0.5077538"
4,0.014564028,"inv(x + 1.4794109)"
5,0.0022785927,"inv(y + exp(x))"
6,0.0017766572,"inv(y + exp(sin(x)))"
7,0.00060472643,"inv(exp(y + x)) - -0.10599544"
8,0.00037400317,"exp(((0.019343996 - x) - y) * 0.7407151)"
10,0.00037310412,"exp(((x * -1.0040267) - y) * 0.7667193) + 0.019089883"
11,0.00037094703,"exp((sin(x) + ((x * -1.8846204) - y)) * 0.7395377)"
13,0.0003314096,"sin(exp(((x / (-0.9770461 - (0.47866574 * y))) - y) + 0.24805196))"
16,0.00032078775,"sin(exp((((x * -1.0043027) - y) - (tanh(x * y) * -0.38913903)) + 0.24366865))"
17,0.000318475,"sin(exp((((x / -0.9903478) - y) - (tanh(sin(x * y)) * -0.41472226)) - -0.2433966))"
18,0.00031811532,"sin(exp(((0.24351728 - y) + (x / -0.9889246)) - (sin(sin(sin(y * x))) * -0.4185849)))"
19,0.00031807943,"sin(exp(((x / -0.99002296) + (0.24302748 - y)) - sin(sin(sin(sin(y * x))) * -0.41983703)))"
