Complexity,Loss,Equation
1,0.0025216194,"0.94416267"
4,2.1196718e-7,"cos(x * 0.5832679)"
6,5.4166573e-8,"cos(-0.0048194826 - (x * -0.5892758))"
7,2.5396626e-14,"0.99999976 - ((x * 0.16666669) * x)"
9,2.4059962e-14,"(-0.65089273 - ((x * x) * -0.10848214)) * -1.5363511"
11,2.247707e-14,"0.99999976 - (((x * 0.9290188) - x) * (-2.348039 * x))"
