Complexity,Loss,Equation
1,0.03345467,"0.6326374"
3,8.099132e-14,"inv(exp(x))"
5,7.813332e-14,"inv(exp(x + -4.8135327e-9))"
9,7.5644664e-14,"inv(exp(x + (2.5479152e-9 / (-0.035716116 + x))))"
11,7.44487e-14,"inv(exp(((2.127638e-9 / (x + -0.035716116)) + 1.06850155e-8) + x))"
17,7.4308e-14,"inv(exp(x + ((2.127638e-9 / (x + ((2.127638e-9 / (x - 1.06850155e-8)) + -0.035716116))) + 1.06850155e-8)))"
