Complexity,Loss,Equation
1,0.0651022,"0.73298466"
2,0.052929625,"cos(y)"
3,0.045261927,"sin(cos(y))"
4,0.036034953,"inv(x - -0.92265403)"
5,0.019021954,"cos(y) * cos(x)"
6,6.6691753e-13,"inv((x + y) - -0.49999967)"
8,6.6190087e-13,"inv(((x + y) - -0.4325723) + 0.06742737)"
16,6.6181956e-13,"((inv((y + x) - -0.49999967) - sin(y)) + y) + (sin(y) - y)"
20,6.6098776e-13,"(sin(y) - y) + ((y + y) + ((inv((x + y) - -0.49999967) - sin(y)) - y))"
