Complexity,Loss,Equation
1,0.10000269,"0.6300862"
3,0.094215885,"tanh(cos(x))"
4,0.00084567943,"sin(x * 3.1380274)"
6,0.0008375512,"sin((x * 3.1467452) + -0.0067352336)"
8,0.0008352798,"cos((x + -0.5013183) * -3.1494453) * 1.0023606"
11,0.0008283616,"cos(((tanh(x) * -0.19599365) + 3.7448173) * (x + 2.9348712))"
12,0.00078023656,"cos(((-0.0004806599 / (x + -0.4957265)) + (x + -0.50123215)) * 3.1486118)"
