x,u_exact,u_approx
0,1,1
0.01,0.999983,0.999986
0.02,0.999933,0.999943
0.03,0.99985,0.999872
0.04,0.999733,0.999772
0.05,0.999583,0.999644
0.06,0.9994,0.999487
0.07,0.999183,0.999302
0.08,0.998933,0.999088
0.09,0.99865,0.998846
0.1,0.998333,0.998575
0.11,0.997983,0.998277
0.12,0.9976,0.997949
0.13,0.997183,0.997594
0.14,0.996733,0.99721
0.15,0.99625,0.996798
0.16,0.995733,0.996357
0.17,0.995183,0.995889
0.18,0.9946,0.995392
0.19,0.993983,0.994867
0.2,0.993333,0.994314
0.21,0.99265,0.993733
0.22,0.991933,0.993124
0.23,0.991183,0.992487
0.24,0.9904,0.991822
0.25,0.989583,0.99113
0.26,0.988733,0.99041
0.27,0.98785,0.989662
0.28,0.986933,0.988886
0.29,0.985983,0.988083
0.3,0.985,0.987252
0.31,0.983983,0.986394
0.32,0.982933,0.985508
0.33,0.98185,0.984596
0.34,0.980733,0.983656
0.35,0.979583,0.982689
0.36,0.9784,0.981694
0.37,0.977183,0.980673
0.38,0.975933,0.979625
0.39,0.97465,0.978551
0.4,0.973333,0.977449
0.41,0.971983,0.976321
0.42,0.9706,0.975167
0.43,0.969183,0.973986
0.44,0.967733,0.972779
0.45,0.96625,0.971545
0.46,0.964733,0.970286
0.47,0.963183,0.969
0.48,0.9616,0.967689
0.49,0.959983,0.966351
0.5,0.958333,0.964989
0.51,0.95665,0.9636
0.52,0.954933,0.962186
0.53,0.953183,0.960747
0.54,0.9514,0.959283
0.55,0.949583,0.957793
0.56,0.947733,0.956279
0.57,0.94585,0.95474
0.58,0.943933,0.953176
0.59,0.941983,0.951587
0.6,0.94,0.949974
0.61,0.937983,0.948337
0.62,0.935933,0.946676
0.63,0.93385,0.94499
0.64,0.931733,0.943281
0.65,0.929583,0.941548
0.66,0.9274,0.939791
0.67,0.925183,0.938011
0.68,0.922933,0.936208
0.69,0.92065,0.934381
0.7,0.918333,0.932531
0.71,0.915983,0.930659
0.72,0.9136,0.928763
0.73,0.911183,0.926845
0.74,0.908733,0.924905
0.75,0.90625,0.922943
0.76,0.903733,0.920958
0.77,0.901183,0.918951
0.78,0.8986,0.916923
0.79,0.895983,0.914873
0.8,0.893333,0.912802
0.81,0.89065,0.910709
0.82,0.887933,0.908595
0.83,0.885183,0.906461
0.84,0.8824,0.904305
0.85,0.879583,0.902129
0.86,0.876733,0.899933
0.87,0.87385,0.897716
0.88,0.870933,0.895479
0.89,0.867983,0.893222
0.9,0.865,0.890946
0.91,0.861983,0.88865
0.92,0.858933,0.886335
0.93,0.85585,0.884
0.94,0.852733,0.881647
0.95,0.849583,0.879274
0.96,0.8464,0.876883
0.97,0.843183,0.874474
0.98,0.839933,0.872047
0.99,0.83665,0.869601
1,0.833333,0.867137
