Complexity,Loss,Equation
1,0.0025216194,"0.9441651"
4,2.1196718e-7,"cos(x * 0.5832679)"
6,5.4155187e-8,"cos((x + -0.008122626) * 0.5892553)"
7,2.5044872e-14,"0.99999976 - ((x * 0.16666669) * x)"
9,2.4059962e-14,"(0.30783716 - ((x * 0.05130621) * x)) * 3.24847"
11,2.3708208e-14,"((((x * x) + 0.3819995) * -0.05881755) - -0.37537348) * 2.8336215"
17,2.3497156e-14,"(0.36694697 - (((x * x) * 0.022505453) - (((x * x) + 0.382315) * -0.036337025))) * 2.832421"
