t,u
0.0,0.355028
0.01001001001001001,0.3524372777843878
0.02002002002002002,0.34984691010276564
0.03003003003003003,0.34725724277357994
0.04004004004004004,0.3446686191807637
0.050050050050050046,0.3420813796151644
0.06006006006006006,0.33949585453186787
0.07007007007007007,0.3369123711107425
0.08008008008008008,0.3343312540584048
0.09009009009009009,0.3317528192278917
0.10010010010010009,0.32917737770604305
0.11011011011011011,0.32660523791128787
0.12012012012012012,0.32403670191462697
0.13013013013013014,0.32147206451760024
0.14014014014014015,0.31891161836468235
0.15015015015015015,0.3163556512633408
0.16016016016016016,0.3138044422160107
0.17017017017017017,0.311258268321747
0.18018018018018017,0.30871740284900506
0.19019019019019018,0.30618210964946074
0.20020020020020018,0.30365265023214594
0.21021021021021022,0.3011292832510195
0.22022022022022023,0.29861225805842434
0.23023023023023023,0.2961018207049089
0.24024024024024024,0.29359821491414956
0.2502502502502503,0.2911016763309374
0.2602602602602603,0.2886124358453741
0.2702702702702703,0.2861307217154109
0.2802802802802803,0.28365675679381164
0.2902902902902903,0.28119075669850824
0.3003003003003003,0.27873293518359266
0.3103103103103103,0.27628350163880094
0.3203203203203203,0.2738426572231895
0.3303303303303303,0.27141060131918804
0.34034034034034033,0.2689875299318809
0.35035035035035034,0.2665736304351166
0.36036036036036034,0.2641690879636886
0.37037037037037035,0.2617740851550218
0.38038038038038036,0.2593887963346814
0.39039039039039036,0.2570133926684793
0.40040040040040037,0.25464804323114754
0.41041041041041043,0.2522929101413318
0.42042042042042044,0.2499481509889715
0.43043043043043044,0.24761392098437107
0.44044044044044045,0.24529037088904493
0.45045045045045046,0.24297764473299965
0.46046046046046046,0.24067588498906625
0.47047047047047047,0.23838523039536452
0.4804804804804805,0.23610581237556094
0.4904904904904905,0.2338377607628662
0.5005005005005005,0.23158120255962722
0.5105105105105106,0.2293362572470607
0.5205205205205206,0.22710304226026704
0.5305305305305306,0.224881672947603
0.5405405405405406,0.22267225760037931
0.5505505505505506,0.22047490162514502
0.5605605605605606,0.2182897086214191
0.5705705705705706,0.21611677651404795
0.5805805805805806,0.21395619907081692
0.5905905905905906,0.21180806817531578
0.6006006006006006,0.20967247198837072
0.6106106106106106,0.20754949288264662
0.6206206206206206,0.2054392119394834
0.6306306306306306,0.20334170719732547
0.6406406406406406,0.20125705049819909
0.6506506506506506,0.19918531231595274
0.6606606606606606,0.19712656086080024
0.6706706706706707,0.19508085810027243
0.6806806806806807,0.1930482642122415
0.6906906906906907,0.19102883770345566
0.7007007007007007,0.1890226313816634
0.7107107107107107,0.1870296955401956
0.7207207207207207,0.18505007896824036
0.7307307307307307,0.1830838260701686
0.7407407407407407,0.181130977616325
0.7507507507507507,0.17919157295431637
0.7607607607607607,0.17726564846821427
0.7707707707707707,0.17535323579709025
0.7807807807807807,0.17345436555087393
0.7907907907907907,0.1715690659791736
0.8008008008008007,0.16969736033428975
0.8108108108108109,0.16783927074002014
0.8208208208208209,0.1659948175941294
0.8308308308308309,0.16416401636912975
0.8408408408408409,0.16234688104361183
