t,u
0.001,1.0
0.006004004004004004,0.9999944364838663
0.011008008008008007,0.9999802738499419
0.016012012012012012,0.999957749220899
0.021016016016016017,0.9999268743724863
0.02602002002002002,0.9998876526003647
0.031024024024024023,0.9998400857110585
0.03602802802802803,0.9997841751865744
0.04103203203203203,0.9997199224969081
0.04603603603603604,0.9996473292071585
0.05104004004004004,0.9995663970262225
0.05604404404404405,0.9994771278285148
0.061048048048048045,0.9993795236413092
0.06605205205205206,0.9992735867034114
0.07105605605605606,0.9991593194162441
0.07606006006006007,0.9990367243238845
0.08106406406406406,0.9989058042640936
0.08606806806806806,0.9987665622168492
0.09107207207207207,0.9986190011068009
0.09607607607607607,0.9984631244536413
0.10108008008008008,0.9982989358161171
0.10608408408408408,0.9981264393354662
0.1110880880880881,0.9979456380064714
0.11609209209209209,0.997756535641025
0.12109609609609609,0.9975591369951863
0.1261001001001001,0.9973534468250151
0.1311041041041041,0.997139469886571
0.1361081081081081,0.9969172109359135
0.1411121121121121,0.996686674729102
0.1461161161161161,0.9964478664087368
0.15112012012012013,0.9962007910237017
0.15612412412412413,0.9959454543281756
0.16112812812812813,0.9956818623040596
0.16613213213213213,0.9954100209332554
0.17113613613613612,0.995129936197664
0.17614014014014015,0.9948416144932325
0.18114414414414415,0.9945450617490713
0.18614814814814815,0.9942402849165514
0.19115215215215214,0.9939272910605036
0.19615615615615617,0.9936060872457587
0.20116016016016017,0.9932766805371475
0.20616416416416417,0.9929390784859471
0.21116816816816816,0.9925932880098726
0.21617217217217216,0.9922393171919837
0.2211761761761762,0.9918771742098434
0.22618018018018018,0.9915068672410147
0.23118418418418418,0.9911284044630606
0.23618818818818818,0.9907417944204163
0.24119219219219218,0.9903470452627793
0.2461961961961962,0.989944165969248
0.2512002002002002,0.9895331658372184
0.2562042042042042,0.9891140541640868
0.2612082082082082,0.9886868402472492
0.2662122122122122,0.9882515336203487
0.2712162162162162,0.9878081436960016
0.27622022022022025,0.9873566802876093
0.2812242242242242,0.9868971537936069
0.28622822822822824,0.9864295746124302
0.2912322322322322,0.9859539531425144
0.29623623623623624,0.9854702999019159
0.30124024024024026,0.9849786255817834
0.30624424424424423,0.984478940798081
0.31124824824824826,0.98397125702948
0.31625225225225223,0.9834555857546519
0.32125625625625626,0.9829319384522682
0.3262602602602603,0.9824003266036897
0.33126426426426425,0.9818607622037295
0.3362682682682683,0.9813132566334155
0.34127227227227225,0.9807578224310378
0.3462762762762763,0.980194472134887
0.3512802802802803,0.9796232182832536
0.35628428428428427,0.9790440734144281
0.3612882882882883,0.9784570504907644
0.36629229229229227,0.9778621619788681
0.3712962962962963,0.9772594213347624
0.3763003003003003,0.9766488421359221
0.3813043043043043,0.9760304379598218
0.3863083083083083,0.9754042223839366
0.39131231231231234,0.974770209320048
0.3963163163163163,0.9741284123253988
0.40132032032032033,0.9734788457311621
0.4063243243243243,0.9728215241327933
0.41132832832832833,0.9721564621257481
