Complexity,Loss,Equation
1,0.0046306336,"0.6343272"
3,0.002397596,"cos(cos(x))"
4,0.00025973452,"cos(cos(tanh(x)))"
5,8.9506786e-5,"(x * 0.23113485) + 0.5187584"
6,1.2389021e-5,"(tanh(x) * 0.30029076) + 0.5042241"
7,9.876207e-6,"tanh((sin(x) * 0.45190567) + 0.5491544)"
15,9.5024625e-6,"tanh((x * 13.979678) + 2.4171574) * tanh(tanh(exp((x + -0.48944864) * 0.9622007)))"
17,9.461128e-6,"tanh(tanh(exp((x + -0.48944864) * 0.9622007) * tanh(exp(exp(x * 4.0735426)) + -0.5346642)))"
18,9.45764e-6,"tanh(tanh(exp((x * 0.96276236) + -0.47126594)) * tanh(exp((x * 12.356375) - 0.29206687) + 1.623384))"
