Complexity,Loss,Equation
1,0.03345467,"0.6326623"
3,8.099132e-14,"inv(exp(x))"
4,7.831799e-14,"exp(-2.9173737e-8 - x)"
6,7.795744e-14,"exp(-2.9173737e-8 - x) - -2.9173737e-8"
10,7.698132e-14,"exp(x - ((x + (x + 1.1669495e-7)) + -8.7521215e-8))"
12,7.585571e-14,"exp((x + -2.9173737e-8) - (((x + 8.752122e-8) + x) + -8.7521215e-8))"
17,7.363966e-14,"(((x + -0.16101912) - (x + ((-0.14541632 - x) + -0.015602779))) + inv(exp(x))) - x"
19,7.349896e-14,"((((x + -0.4925984) - (x + ((-0.14541632 - x) + -0.015602779))) + 0.3315793) + inv(exp(x))) - x"
