method,pde,dim,gen,mse_domain,mse_boundary,tree_size,rank
PISR-NSGA-II,Duffing,2,-1,0.2608057727,0.0000000000,5,15
PISR-NSGA-II,Duffing,2,-1,1.1715599809,0.0000000000,10,11
PISR-NSGA-II,Duffing,2,-1,0.2511710962,0.0000000000,3,15
PISR-NSGA-II,Duffing,2,-1,0.2608057727,0.0000000000,5,15
PISR-NSGA-II,Duffing,2,-1,0.3595249233,0.0000000000,34,5
PISR-NSGA-II,Duffing,2,-1,0.6603040073,0.0000000000,9,17
PISR-NSGA-II,Duffing,2,-1,0.2394395666,0.0000000000,5,15
PISR-NSGA-II,Duffing,2,-1,1.1863594986,0.0000000000,8,10
PISR-NSGA-II,Duffing,2,-1,0.1914334412,0.0000000000,12,1
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.2608057727,0.0000000000,5,15
PISR-NSGA-II,Duffing,2,-1,0.4345557883,0.0000000000,8,7
PISR-NSGA-II,Duffing,2,-1,16.7180654161,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,16.7180654161,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.3763195384,0.0000000000,12,13
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.3257860917,0.0000000000,8,3
PISR-NSGA-II,Duffing,2,-1,0.6603040073,0.0000000000,9,17
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.3395484860,0.0000000000,9,4
PISR-NSGA-II,Duffing,2,-1,0.3395484860,0.0000000000,9,4
PISR-NSGA-II,Duffing,2,-1,16.7180654161,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.6603040073,0.0000000000,9,17
PISR-NSGA-II,Duffing,2,-1,0.2445027605,0.0000000000,10,2
PISR-NSGA-II,Duffing,2,-1,0.3096177154,0.0000000000,10,3
PISR-NSGA-II,Duffing,2,-1,0.3476106082,0.0000000000,8,4
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.2511710962,0.0000000000,3,15
PISR-NSGA-II,Duffing,2,-1,1.5201148439,0.0000000000,9,15
PISR-NSGA-II,Duffing,2,-1,0.8615361382,0.0000000000,9,15
PISR-NSGA-II,Duffing,2,-1,0.2981726241,0.0000000000,7,17
PISR-NSGA-II,Duffing,2,-1,0.2981726241,0.0000000000,7,17
PISR-NSGA-II,Duffing,2,-1,0.8615361382,0.0000000000,9,15
PISR-NSGA-II,Duffing,2,-1,0.3640465360,0.0000000000,8,5
PISR-NSGA-II,Duffing,2,-1,0.8615361382,0.0000000000,9,15
PISR-NSGA-II,Duffing,2,-1,16.7180654161,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.8778147802,0.0000000000,10,10
PISR-NSGA-II,Duffing,2,-1,16.7180654161,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.3395484860,0.0000000000,9,4
PISR-NSGA-II,Duffing,2,-1,0.4044913971,0.0000000000,10,7
PISR-NSGA-II,Duffing,2,-1,10000.0000000000,0.0000000000,12,15
PISR-NSGA-II,Duffing,2,-1,16.7180654161,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.6410443440,0.0000000000,10,8
PISR-NSGA-II,Duffing,2,-1,0.4044913971,0.0000000000,10,7
PISR-NSGA-II,Duffing,2,-1,0.2394395666,0.0000000000,5,15
PISR-NSGA-II,Duffing,2,-1,0.3046603650,0.0000000000,8,2
PISR-NSGA-II,Duffing,2,-1,0.4607441998,0.0000000000,3,15
PISR-NSGA-II,Duffing,2,-1,16.7180654161,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.3395484860,0.0000000000,9,4
PISR-NSGA-II,Duffing,2,-1,0.2981726241,0.0000000000,7,17
PISR-NSGA-II,Duffing,2,-1,7958.3912762313,0.0000000000,18,15
PISR-NSGA-II,Duffing,2,-1,0.6603040073,0.0000000000,9,17
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,17.1231999342,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,1.5201148439,0.0000000000,9,15
PISR-NSGA-II,Duffing,2,-1,16.7180654161,0.0000000000,5,21
PISR-NSGA-II,Duffing,2,-1,0.6603040073,0.0000000000,9,17
PISR-NSGA-II,Duffing,2,-1,0.8615361382,0.0000000000,9,15
