t,u,u_exact,u_approx
0.0,1.0,1.0,0.2682880923187866
0.05005005005005,1.0003742658925925,1.0003742658925925,0.3464973593187554
0.1001001001001001,1.00148928503646,1.00148928503646,0.4221283082797163
0.1501501501501501,1.0033292982634403,1.0033292982634403,0.49447221489185056
0.2002002002002002,1.0058731752911338,1.0058731752911338,0.5628967481047885
0.2502502502502503,1.0090945293688771,1.0090945293688771,0.6268620901119979
0.3003003003003003,1.0129618369221085,1.0129618369221085,0.6859330944024977
0.3503503503503504,1.0174385771034813,1.0174385771034813,0.7397870565492004
0.4004004004004004,1.0224833839277785,1.0224833839277785,0.7882169498200862
0.4504504504504504,1.028050218004142,1.028050218004142,0.8311302489015703
0.5005005005005005,1.0340885662764776,1.0340885662764776,0.868543708087501
0.5505505505505506,1.0405436657966691,1.0405436657966691,0.9005746577660921
0.6006006006006006,1.0473567610707335,1.0473567610707335,0.9274295234488131
0.6506506506506506,1.0544653990710706,1.0544653990710706,0.9493903500092528
0.7007007007007008,1.0618037598356704,1.0618037598356704,0.9668001316071176
0.7507507507507508,1.0693030331501314,1.0693030331501314,0.9800477116386836
0.8008008008008008,1.0768918378112804,1.0768918378112804,0.9895529374930346
0.8508508508508509,1.0844966856775675,1.0844966856775675,0.9957526445734123
0.9009009009009008,1.0920424933565072,1.0920424933565072,0.9990879161540479
0.9509509509509512,1.0994531360757178,1.0994531360757178,0.9999929324974484
1.001001001001001,1.1066520436558522,1.1066520436558522,0.9988855946651956
1.0510510510510511,1.1135628328634102,1.1135628328634102,0.9961599935174029
1.1011011011011012,1.1201099705211777,1.1201099705211777,0.9921806976971791
1.1511511511511512,1.126219458730268,1.126219458730268,0.987278758533944
1.2012012012012012,1.1318195341252126,1.1318195341252126,0.981749275148648
1.2512512512512513,1.1368413687531098,1.1368413687531098,0.9758503282621314
1.3013013013013013,1.141219761948629,1.141219761948629,0.9698030737827975
1.3513513513513515,1.1448938095210768,1.1448938095210768,0.9637927840206394
1.4014014014014016,1.1478075372972345,1.1478075372972345,0.957970631975784
1.4514514514514516,1.1499104856367866,1.1499104856367866,0.9524560293510371
1.5015015015015016,1.1511582320527194,1.1511582320527194,0.9473393488758817
1.5515515515515517,1.15151284045173,1.15151284045173,0.9426848838360296
1.6016016016016017,1.1509432248188605,1.1509432248188605,0.9385339205501566
1.6516516516516515,1.1494254216031798,1.1494254216031798,0.9349078216173381
1.7017017017017018,1.14694276013062,1.14694276013062,0.9318110382287831
1.7517517517517518,1.1434859348157922,1.1434859348157922,0.9292339882264412
1.8018018018018016,1.139052965276517,1.139052965276517,0.9271557527156613
1.851851851851852,1.133649062377352,1.133649062377352,0.9255465579155604
1.901901901901902,1.1272863880421986,1.1272863880421986,0.9243700206996038
1.951951951951952,1.1199837294056758,1.1199837294056758,0.9235851461447724
2.002002002002002,1.1117660868917385,1.1117660868917385,0.9231480735954412
2.052052052052052,1.1026641926095233,1.1026641926095233,0.923013574473706
2.1021021021021022,1.0927139700783075,1.0927139700783075,0.9231363105223479
2.1521521521521523,1.0819559469949511,1.0819559469949511,0.9234718655095708
2.2022022022022023,1.0704346397472326,1.0704346397472326,0.9239775667851596
2.2522522522522523,1.0581979166576914,1.0581979166576914,0.9246131155591161
2.3023023023023024,1.0452963616064863,1.0452963616064863,0.9253410464607502
2.3523523523523524,1.0317826428869057,1.0317826428869057,0.9261270379015498
2.4024024024024024,1.0177109053141096,1.0177109053141096,0.9269400950764822
2.4524524524524525,1.0031361909405712,1.0031361909405712,0.9277526271625186
2.5025025025025025,0.9881138996921144,0.9881138996921144,0.9285404394791749
2.5525525525525525,0.9726992954349304,0.9726992954349304,0.9292826601362153
2.6026026026026026,0.9569470624853468,0.9569470624853468,0.9299616190841997
2.6526526526526526,0.9409109163858632,0.9409109163858632,0.930562695582214
2.702702702702703,0.9246432703803468,0.9246432703803468,0.9310741479823252
2.752752752752753,0.9081949575246536,0.9081949575246536,0.9314869374789035
2.802802802802803,0.8916150100142634,0.8916150100142634,0.9317945551564424
2.852852852852853,0.8749504868026595,0.8749504868026595,0.9319928593603302
2.902902902902903,0.8582463557517346,0.8582463557517346,0.9320799281734502
2.952952952952953,0.8415454246202011,0.8415454246202011,0.9320559296626669
3.0030030030030037,0.8248883024867893,0.8248883024867893,0.931923010610922
3.0530530530530533,0.8083134138378545,0.8083134138378545,0.9316852027128202
3.1031031031031038,0.7918570419331638,0.7918570419331638,0.931348343716666
3.1531531531531534,0.7755533885266546,0.7755533885266546,0.9309200097688476
3.2032032032032034,0.7594346787965645,0.7594346787965645,0.9304094542748599
3.253253253253253,0.7435312727928287,0.7435312727928287,0.929827547945597
3.3033033033033035,0.7278717901002563,0.7278717901002563,0.9291867143511379
3.353353353353353,0.7124832608676673,0.7124832608676673,0.9285008552534857
3.4034034034034035,0.6973912722726454,0.6973912722726454,0.9277852602239368
3.4534534534534536,0.6826201238185963,0.6826201238185963,0.9270564955524274
3.503503503503504,0.6681929916356119,0.6681929916356119,0.9263322682011946
3.5535535535535536,0.6541320843493665,0.6541320843493665,0.9256312615128747
3.603603603603604,0.6404588025459079,0.6404588025459079,0.9249729405176029
3.6536536536536537,0.6271938936327845,0.6271938936327845,0.924377325953702
3.703703703703704,0.6143576013183387,0.6143576013183387,0.9238647374772475
3.753753753753754,0.6019698087430561,0.6019698087430561,0.9234555079397379
3.803803803803804,0.5900501747981362,0.5900501747981362,0.9231696720116109
3.8538538538538543,0.5786182623805941,0.5786182623805941,0.9230266337741568
3.903903903903904,0.56769365777723,0.56769365777723,0.9230448191469324
3.9539539539539534,0.5572960811540988,0.5572960811540988,0.9232413201187691
