method,pde,dim,gen,mse_domain,mse_boundary,tree_size,rank
PISR-NSGA-II,Thomas-Fermi,1,-1,169.3463788486,0.0000000000,9,8
PISR-NSGA-II,Thomas-Fermi,1,-1,128.7899572102,0.0000000000,8,2
PISR-NSGA-II,Thomas-Fermi,1,-1,168.8263735308,0.0000000000,4,6
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,169.3463788486,0.0000000000,9,8
PISR-NSGA-II,Thomas-Fermi,1,-1,1000000000000000000.0000000000,1000000000000000000.0000000000,0,14
PISR-NSGA-II,Thomas-Fermi,1,-1,154.7572838469,0.0000000000,6,7
PISR-NSGA-II,Thomas-Fermi,1,-1,146.5171356740,0.0000000000,7,6
PISR-NSGA-II,Thomas-Fermi,1,-1,168.8263735308,0.0000000000,4,6
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,1000000000000000000.0000000000,1000000000000000000.0000000000,0,14
PISR-NSGA-II,Thomas-Fermi,1,-1,174.7286837207,0.0000000000,3,5
PISR-NSGA-II,Thomas-Fermi,1,-1,1000000000000000000.0000000000,1000000000000000000.0000000000,0,14
PISR-NSGA-II,Thomas-Fermi,1,-1,169.3463788486,0.0000000000,9,8
PISR-NSGA-II,Thomas-Fermi,1,-1,145.1514538578,0.0000000000,3,2
PISR-NSGA-II,Thomas-Fermi,1,-1,129.3762000369,0.0000000000,7,2
PISR-NSGA-II,Thomas-Fermi,1,-1,174.7286837207,0.0000000000,3,5
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,168.8263735308,0.0000000000,4,6
PISR-NSGA-II,Thomas-Fermi,1,-1,174.7286837207,0.0000000000,3,5
PISR-NSGA-II,Thomas-Fermi,1,-1,146.5171356740,0.0000000000,7,6
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,128.7899572102,0.0000000000,8,2
PISR-NSGA-II,Thomas-Fermi,1,-1,146.5171356740,0.0000000000,7,6
PISR-NSGA-II,Thomas-Fermi,1,-1,174.7286837207,0.0000000000,3,5
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,1000000000000000000.0000000000,1000000000000000000.0000000000,0,14
PISR-NSGA-II,Thomas-Fermi,1,-1,168.8263735308,0.0000000000,4,6
PISR-NSGA-II,Thomas-Fermi,1,-1,128.7899572102,0.0000000000,8,2
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,128.7899572102,0.0000000000,8,2
PISR-NSGA-II,Thomas-Fermi,1,-1,168.8263735308,0.0000000000,4,6
PISR-NSGA-II,Thomas-Fermi,1,-1,146.5171356740,0.0000000000,7,6
PISR-NSGA-II,Thomas-Fermi,1,-1,174.7286837207,0.0000000000,3,5
PISR-NSGA-II,Thomas-Fermi,1,-1,169.3463788486,0.0000000000,9,8
PISR-NSGA-II,Thomas-Fermi,1,-1,129.3762000369,0.0000000000,7,2
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,154.7572838469,0.0000000000,6,7
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,139.4867031481,0.0000000000,4,4
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,692.2826834539,0.0000000000,5,8
PISR-NSGA-II,Thomas-Fermi,1,-1,145.1514538578,0.0000000000,3,2
PISR-NSGA-II,Thomas-Fermi,1,-1,128.7899572102,0.0000000000,8,2
PISR-NSGA-II,Thomas-Fermi,1,-1,168.8263735308,0.0000000000,4,6
PISR-NSGA-II,Thomas-Fermi,1,-1,146.5171356740,0.0000000000,7,6
PISR-NSGA-II,Thomas-Fermi,1,-1,1000000000000000000.0000000000,1000000000000000000.0000000000,0,14
PISR-NSGA-II,Thomas-Fermi,1,-1,146.5171356740,0.0000000000,7,6
PISR-NSGA-II,Thomas-Fermi,1,-1,168.8263735308,0.0000000000,4,6
