method,pde,dim,gen,mse_domain,mse_boundary,tree_size,rank
PISR-NSGA-II,Lane-Emden,1,-1,1329.2009404445,0.0000000000,4,15
PISR-NSGA-II,Lane-Emden,1,-1,1726.5100809555,0.0000000000,6,24
PISR-NSGA-II,Lane-Emden,1,-1,1375.1386404132,0.0000000000,6,21
PISR-NSGA-II,Lane-Emden,1,-1,4300.9174193270,0.0000000000,5,30
PISR-NSGA-II,Lane-Emden,1,-1,10000.0000000000,0.0000000000,7,30
PISR-NSGA-II,Lane-Emden,1,-1,490.9780585742,0.0000000000,3,5
PISR-NSGA-II,Lane-Emden,1,-1,1317.9892381859,0.0000000000,4,11
PISR-NSGA-II,Lane-Emden,1,-1,490.9780585742,0.0000000000,3,5
PISR-NSGA-II,Lane-Emden,1,-1,117.1799651090,0.0000000000,3,3
PISR-NSGA-II,Lane-Emden,1,-1,1332.7039548628,0.0000000000,4,16
PISR-NSGA-II,Lane-Emden,1,-1,1360.8813152441,0.0000000000,6,20
PISR-NSGA-II,Lane-Emden,1,-1,1172.1589283981,0.0000000000,8,11
PISR-NSGA-II,Lane-Emden,1,-1,90.4784211029,0.0000000000,11,3
PISR-NSGA-II,Lane-Emden,1,-1,146.8904225307,0.0000000000,6,5
PISR-NSGA-II,Lane-Emden,1,-1,4300.9174193270,0.0000000000,5,30
PISR-NSGA-II,Lane-Emden,1,-1,1318.5952416621,0.0000000000,4,12
PISR-NSGA-II,Lane-Emden,1,-1,4300.9174193270,0.0000000000,5,30
PISR-NSGA-II,Lane-Emden,1,-1,1607.6942918683,0.0000000000,11,24
PISR-NSGA-II,Lane-Emden,1,-1,117.1799651090,0.0000000000,3,3
PISR-NSGA-II,Lane-Emden,1,-1,4300.9174193270,0.0000000000,5,30
PISR-NSGA-II,Lane-Emden,1,-1,533.6083366704,0.0000000000,15,8
PISR-NSGA-II,Lane-Emden,1,-1,1169.1453753029,0.0000000000,7,10
PISR-NSGA-II,Lane-Emden,1,-1,626.7133844530,0.0000000000,4,6
PISR-NSGA-II,Lane-Emden,1,-1,4300.9174193270,0.0000000000,5,30
