t,u,u_exact,u_approx
0.001,1.0,1.0,-0.45230252947109806
0.006004004004004,0.9952571106226368,0.9952571106226368,-0.43983161365906565
0.011008008008008,0.99085350415082,0.99085350415082,-0.4273345609102055
0.016012012012012,0.986688602361717,0.986688602361717,-0.4148116067447427
0.021016016016016,0.9827189035167864,0.9827189035167864,-0.40226299171508684
0.02602002002002,0.9789181038929656,0.9789181038929656,-0.3896889614694592
0.031024024024024,0.9752680216955636,0.9752680216955636,-0.37708976681546735
0.036028028028028,0.9717550982493632,0.9717550982493632,-0.36446566378361567
0.041032032032032,0.9683687098504196,0.9683687098504196,-0.35181691369072254
0.046036036036036,0.9651002366936736,0.9651002366936736,-0.3391437832032351
0.05104004004004,0.961942500573066,0.961942500573066,-0.32644654440040854
0.056044044044044,0.9588894022101072,0.9588894022101072,-0.31372547483733193
0.061048048048048,0.955935675212362,0.955935675212362,-0.3009808576077839
0.066052052052052,0.9530767124064422,0.9530767124064422,-0.2882129814068879
0.071056056056056,0.950308439199288,0.950308439199288,-0.2754221405935433
0.07606006006006,0.9476272187700602,0.9476272187700602,-0.26260863525261113
0.081064064064064,0.9450297794036292,0.9450297794036292,-0.24977277125682829
0.086068068068068,0.9425131577809536,0.9425131577809536,-0.23691486032841924
0.091072072072072,0.9400746540041702,0.9400746540041702,-0.22403522010038834
0.096076076076076,0.9377117952797228,0.9377117952797228,-0.21113417417745062
0.10108008008008,0.9354223062533528,0.9354223062533528,-0.19821205219659044
0.106084084084084,0.9332040846885894,0.9332040846885894,-0.18526918988719832
0.1110880880880881,0.9310551810899004,0.9310551810899004,-0.1723059291307778
0.116092092092092,0.928973781494702,0.928973781494702,-0.15932261802017056
0.121096096096096,0.9269581929341464,0.9269581929341464,-0.14631961091828583
0.1261001001001001,0.9250068310428204,0.9250068310428204,-0.1332972685162881
0.1311041041041041,0.9231182094020404,0.9231182094020404,-0.12025595789121857
0.1361081081081081,0.9212909300879892,0.9212909300879892,-0.10719605256301179
0.1411121121121121,0.9195236759054468,0.9195236759054468,-0.09411793255087586
0.1461161161161161,0.9178152029174608,0.9178152029174608,-0.08102198442899455
0.1511201201201201,0.9161643346525624,0.9161643346525624,-0.06790860138151977
0.1561241241241241,0.91456995628256,0.91456995628256,-0.05477818325681838
0.1611281281281281,0.913031009843184,0.913031009843184,-0.041631136620925435
