method,pde,dim,gen,mse_domain,mse_boundary,tree_size,rank
PISR-NSGA-II,Ginzburg-Landau,1,-1,8.2133330024,0.0000000000,9,6
PISR-NSGA-II,Ginzburg-Landau,1,-1,3.3793223766,0.0000000000,8,3
PISR-NSGA-II,Ginzburg-Landau,1,-1,33.6250763359,0.0000000000,4,7
PISR-NSGA-II,Ginzburg-Landau,1,-1,437.2435701611,0.0000000000,5,9
PISR-NSGA-II,Ginzburg-Landau,1,-1,8.2133330024,0.0000000000,9,6
PISR-NSGA-II,Ginzburg-Landau,1,-1,1000000000000000000.0000000000,1000000000000000000.0000000000,0,15
PISR-NSGA-II,Ginzburg-Landau,1,-1,12.0709648413,0.0000000000,6,6
PISR-NSGA-II,Ginzburg-Landau,1,-1,1.5356478035,0.0000000000,7,1
PISR-NSGA-II,Ginzburg-Landau,1,-1,33.6250763359,0.0000000000,4,7
PISR-NSGA-II,Ginzburg-Landau,1,-1,437.2435701611,0.0000000000,5,9
PISR-NSGA-II,Ginzburg-Landau,1,-1,1000000000000000000.0000000000,1000000000000000000.0000000000,0,15
PISR-NSGA-II,Ginzburg-Landau,1,-1,23.5960688319,0.0000000000,3,6
PISR-NSGA-II,Ginzburg-Landau,1,-1,1000000000000000000.0000000000,1000000000000000000.0000000000,0,15
PISR-NSGA-II,Ginzburg-Landau,1,-1,8.2133330024,0.0000000000,9,6
PISR-NSGA-II,Ginzburg-Landau,1,-1,9.0332722826,0.0000000000,3,4
PISR-NSGA-II,Ginzburg-Landau,1,-1,3.6951884730,0.0000000000,7,5
PISR-NSGA-II,Ginzburg-Landau,1,-1,23.5960688319,0.0000000000,3,6
PISR-NSGA-II,Ginzburg-Landau,1,-1,437.2435701611,0.0000000000,5,9
PISR-NSGA-II,Ginzburg-Landau,1,-1,33.6250763359,0.0000000000,4,7
PISR-NSGA-II,Ginzburg-Landau,1,-1,23.5960688319,0.0000000000,3,6
PISR-NSGA-II,Ginzburg-Landau,1,-1,1.5356478035,0.0000000000,7,1
PISR-NSGA-II,Ginzburg-Landau,1,-1,437.2435701611,0.0000000000,5,9
