t,u_exact,u_approx
0.0,0.355028,1.7289751149034618
0.01001001001001,0.3524372777843878,-4.313363376392068
0.02002002002002,0.3498469101027656,-11.005203567460176
0.03003003003003,0.3472572427735799,-18.298497830891115
0.04004004004004,0.3446686191807637,-26.125598654832903
0.05005005005005,0.3420813796151644,-34.397872787645916
0.06006006006006,0.3394958545318678,-43.00455953712327
0.07007007007007,0.3369123711107425,-51.811932391413286
0.08008008008008,0.3343312540584048,-60.6628252194598
0.09009009009009,0.3317528192278917,-69.3765854058993
0.1001001001001,0.329177377706043,-77.74951621366888
0.1101101101101101,0.3266052379112878,-85.55586928127207
0.1201201201201201,0.3240367019146269,-92.54944529035787
0.1301301301301301,0.3214720645176002,-98.46585632955676
0.1401401401401401,0.3189116183646823,-103.02549719475472
0.1501501501501501,0.3163556512633408,-105.93726467698674
0.1601601601601601,0.3138044422160107,-106.90305370297386
0.1701701701701701,0.311258268321747,-105.62304693278054
0.1801801801801801,0.308717402849005,-101.80180004826067
0.1901901901901901,0.3061821096494607,-95.15510848433132
0.2002002002002001,0.3036526502321459,-85.41762280775396
0.2102102102102102,0.3011292832510195,-72.35115943006218
0.2202202202202202,0.2986122580584243,-55.75363100281393
0.2302302302302302,0.2961018207049089,-35.468496894917486
0.2402402402402402,0.2935982149141495,-11.394608867708161
0.2502502502502503,0.2911016763309374,16.5036992139648
0.2602602602602603,0.2886124358453741,48.18645565482647
0.2702702702702703,0.2861307217154109,83.52803416280503
0.2802802802802803,0.2836567567938116,122.3075075174839
0.2902902902902903,0.2811907566985082,164.19962856284886
0.3003003003003003,0.2787329351835926,208.76671905347396
0.3103103103103103,0.2762835016388009,255.4517679936793
0.3203203203203203,0.2738426572231895,303.5730588810291
0.3303303303303303,0.271410601319188,352.32065884445126
0.3403403403403403,0.2689875299318809,400.7551111642705
0.3503503503503503,0.2665736304351166,447.80867516743695
0.3603603603603603,0.2641690879636886,492.2894530930806
0.3703703703703703,0.2617740851550218,532.8887313227067
0.3803803803803803,0.2593887963346814,568.1918425031167
0.3903903903903903,0.2570133926684793,596.6928247548834
0.4004004004004003,0.2546480432311475,616.8131136358169
0.4104104104104104,0.2522929101413318,626.9244512101596
0.4204204204204204,0.2499481509889715,625.3761339938239
0.4304304304304304,0.247613920984371,610.5266474081898
0.4404404404404404,0.2452903708890449,580.7796485860534
0.4504504504504504,0.2429776447329996,534.6241620713047
0.4604604604604604,0.2406758849890662,470.6787445426212
0.4704704704704704,0.2383852303953645,387.739255856315
0.4804804804804805,0.2361058123755609,284.82974547855764
0.4904904904904905,0.2338377607628662,161.2558270879898
0.5005005005005005,0.2315812025596272,16.659771530702926
0.5105105105105106,0.2293362572470607,-148.9235985158258
0.5205205205205206,0.227103042260267,-335.0112773606441
0.5305305305305306,0.224881672947603,-540.6179211840755
0.5405405405405406,0.2226722576003793,-764.2045245098951
0.5505505505505506,0.220474901625145,-1003.6314186430285
0.5605605605605606,0.2182897086214191,-1256.1172051721512
0.5705705705705706,0.2161167765140479,-1518.2053439518438
0.5805805805805806,0.2139561990708169,-1785.7402002166605
0.5905905905905906,0.2118080681753157,-2053.8544148710603
0.6006006006006006,0.2096724719883707,-2316.9694905489337
0.6106106106106106,0.2075494928826466,-2568.8114787202044
0.6206206206206206,0.2054392119394834,-2802.4436049382957
0.6306306306306306,0.2033417071973254,-3010.3175754477684
0.6406406406406406,0.201257050498199,-3184.3451641783768
0.6506506506506506,0.1991853123159527,-3315.991480501291
0.6606606606606606,0.1971265608608002,-3396.3910613868356
0.6706706706706707,0.1950808581002724,-3416.4876138340874
0.6806806806806807,0.1930482642122415,-3367.1978526162693
0.6906906906906907,0.1910288377034556,-3239.5994334762167
0.7007007007007007,0.1890226313816634,-3025.1424731085076
0.7107107107107107,0.1870296955401956,-2715.883576152103
0.7207207207207207,0.1850500789682403,-2304.7406590959954
0.7307307307307307,0.1830838260701686,-1785.7661762877447
0.7407407407407407,0.181130977616325,-1154.4356207721078
0.7507507507507507,0.1791915729543163,-407.94740108515884
0.7607607607607607,0.1772656484682142,454.47060492955177
