Complexity,Loss,Equation
1,0.022694571,"0.1675"
3,0.003171533,"x * 0.3768658"
4,0.00012082527,"1.0082579 - cos(x)"
5,1.1823828e-16,"(x * x) * 0.5"
12,1.117889e-16,"x * ((inv((x + -1.0181315) * 1.5618894e9) + 0.5) * x)"
15,1.0959043e-16,"((x - (-6.9141476e-10 / cos(x / cos(x + x)))) * x) * 0.5"
16,1.0299526e-16,"x * ((x + (-6.9141476e-10 / (sin(x) - sin(exp(x + 1.155649))))) * 0.5)"
18,1.0080291e-16,"((-6.9141476e-10 / (-0.07663873 - sin(x - exp(exp(x) + 0.14466208)))) + (x * 0.5)) * x"
20,1.00797245e-16,"(x * (x + (5.5863963e-10 / (sin(x - exp(exp(x) + 0.14466208)) - (x * -0.07737046))))) * 0.5"
