Complexity,Loss,Equation
1,0.033079192,"0.6325254"
3,0.00029008047,"inv(exp(x))"
4,0.00028966565,"exp(x * -0.99774206)"
5,0.00028898226,"inv(exp(x) + 0.0021067073)"
6,0.0002861173,"exp(x * -0.9833487) + -0.004570782"
7,0.00028602115,"inv(exp(x + -0.011234535) + 0.016492259)"
9,0.00028577307,"inv((x * -0.02649959) + exp(x + 0.0063208113))"
10,0.0002802802,"inv((exp(x / -0.026988095) * 0.02363202) + exp(x))"
11,0.0002588475,"inv(exp(x) + (cos(exp(x) * 165.23204) * -0.016118856))"
12,0.0002571846,"inv(exp(x) + (cos(exp(exp(exp(sin(x))))) * -0.016118871))"
14,0.000255514,"inv(exp(x) + (-0.016099155 * cos(exp(exp(exp(sin(x)))) / 1.0003195)))"
15,0.00023537617,"inv(exp((-0.016295908 * cos(exp(exp(exp(sin(1.6306716 + exp(x))))))) + x))"
17,0.00023198429,"inv(exp(x + (cos(exp(exp(exp(sin(exp(x) + 1.6306716))))) * -0.016295908)) + 0.0040279725)"
