Complexity,Loss,Equation
1,0.06316669,"x"
2,0.040184785,"tanh(x)"
3,0.007820954,"x * x"
4,0.0037600785,"x * tanh(x)"
5,0.0015677521,"x * (x - 0.13662603)"
7,0.0012754126,"cos(cos(x)) * (x * x)"
8,0.00020474856,"x * (0.2640355 / cos(x + 0.30934793))"
9,0.00015112956,"(0.35635594 / (1.5530915 + (-1.1995772 * x))) * x"
10,0.00014580291,"(x * 0.281333) / (cos(x + 1.0590624) + 0.750377)"
11,0.00014523909,"x * ((0.41332173 / ((x * -1.1918763) + 1.5874943)) + -0.048741102)"
12,0.0001448846,"((x / (cos(x + 0.99487275) + 0.7026256)) - 0.009437593) * 0.29186317"
14,0.00014307427,"x * (0.16043527 / (cos(cos(x)) + (cos(x + 0.8726675) + -0.40002668)))"
16,0.00014304392,"x * (0.16154867 / (((cos(cos(x)) / 1.0079199) + cos(x + 0.8688783)) + -0.3958319))"
17,0.00014281685,"(x * 0.15265745) / sin((cos(x + 0.9375467) + cos(cos(x / 1.0046751))) + -0.343957)"
18,0.00014273624,"(x * 0.13636577) / sin(sin(cos(cos(x / 0.93497604)) + (cos(x + 1.0283024) + -0.30833235)))"
